airline_code,departure_airport_code,destination_airport_code,departure_date,arrival_date,ticket_price,First_flight,first_flight_code,last_flight_code,selling_airline,departure_time,arrival_time,Detected_Language,Assigned_Country,Assigned_Currency
AC,MIA,NRT,"['2024', '11', '9', '21', '10']","['2024', '11', '11', '16', '50']",126611,MIA-YYZ,AC1205,nullAir Canada,Air Canada,11,11,Shqip,Shqipëri,ALL
TK,MIA,NRT,"['2024', '11', '9', '22', '55']","['2024', '11', '12', '8', '30']",139049,MIA-IST,TK78,50null,Turkish Airlines,12,"""TK""",Shqip,Shqipëri,ALL
QR,MIA,NRT,"['2024', '11', '9', '19', '40']","['2024', '11', '11', '17', '55']",186807,MIA-DOH,QR778,806null,Qatar Airways,"""QR""","""806""",Shqip,Shqipëri,ALL
multi,MIA,NRT,"['2024', '11', '9', '17', '40']","['2024', '11', '11', '12', 'null']",195932,MIA-SEA,AS305,BR184,Alaska,11,2024,Shqip,Shqipëri,ALL
UA,MIA,NRT,"['2024', '11', '9', '20', '49']","['2024', '11', '11', '15', '35']",218448,MIA-EWR,UA410,79null,United,"""UA""","""79""",Shqip,Shqipëri,ALL
AA,MIA,NRT,"['2024', '11', '9', '21', '21']","['2024', '11', '11', '15', '30']",218448,MIA-DFW,AA1950,61null,American,2024,11,Shqip,Shqipëri,ALL
AA,MIA,NRT,"['2024', '11', '9', '7']","['2024', '11', '10', '15']",228030,MIA-DFW,AA2575,JL7393,American,11,10,Shqip,Shqipëri,ALL
multi,MIA,NRT,"['2024', '11', '9', '7', '25']","['2024', '11', '10', '15', 'null']",228030,MIA-ORD,UA2195,NH7801,United,"""NH""","""11""",Shqip,Shqipëri,ALL
BA,MAN,LHR,"['2024', '9', '9', '16', '50']","['2024', '9', '9', '17', '50']",102,MAN-LHR,BA1399,BA1399,British Airways,9,9,Deutsch,Deutschland,EUR
BA,MAN,LHR,"['2024', '9', '9', '8']","['2024', '9', '9', '9']",129,MAN-LHR,,BA1383,British Airways,9,"""BA""",Deutsch,Deutschland,EUR
BA,MAN,LHR,"['2024', '9', '9', '7']","['2024', '9', '9', '8']",157,MAN-LHR,,BA1385,British Airways,9,"""BA""",Deutsch,Deutschland,EUR
BA,MAN,LHR,"['2024', '9', '9', '8', '55']","['2024', '9', '9', '10', '5']",157,MAN-LHR,BA1387,BA1387,British Airways,9,9,Deutsch,Deutschland,EUR
BA,MAN,LHR,"['2024', '9', '9', '11', '10']","['2024', '9', '9', '12', '20']",190,MAN-LHR,BA1389,BA1389,British Airways,9,9,Deutsch,Deutschland,EUR
KL,MAN,LHR,"['2024', '9', '9', '13', '45']","['2024', '9', '9', '17', '35']",304,MAN-AMS,KL1034,KL1013,KLM,9,"""KL""",Deutsch,Deutschland,EUR
KL,MAN,LHR,"['2024', '9', '9', '17', '30']","['2024', '9', '9', '20', '55']",304,MAN-AMS,KL1036,KL1017,KLM,"""KL""","""1017""",Deutsch,Deutschland,EUR
EI,MAN,LHR,"['2024', '9', '9', '12', '5']","['2024', '9', '9', '17', '20']",311,MAN-DUB,EI3325,EI174,Aer Lingus,"""EI""","""174""",Deutsch,Deutschland,EUR
EI,MAN,LHR,"['2024', '9', '9', '14', '25']","['2024', '9', '9', '18', '55']",311,MAN-DUB,EI209,EI176,Aer Lingus,"""EI""","""176""",Deutsch,Deutschland,EUR
AF,MAN,LHR,"['2024', '9', '9', '12', '45']","['2024', '9', '9', '16', '35']",2439,MAN-CDG,AF1069,AF1280,Air France,2024,9,Deutsch,Deutschland,EUR
BA,MAN,LHR,"['2024', '9', '9', '16', '50']","['2024', '9', '9', '17', '50']",102,MAN-LHR,BA1399,BA1399,British Airways,9,9,Deutsch,Deutschland,EUR
BA,MAN,LHR,"['2024', '9', '9', '8']","['2024', '9', '9', '9']",129,MAN-LHR,,BA1383,British Airways,9,"""BA""",Deutsch,Deutschland,EUR
BA,MAN,LHR,"['2024', '9', '9', '7']","['2024', '9', '9', '8']",157,MAN-LHR,,BA1385,British Airways,9,"""BA""",Deutsch,Deutschland,EUR
BA,MAN,LHR,"['2024', '9', '9', '8', '55']","['2024', '9', '9', '10', '5']",157,MAN-LHR,BA1387,BA1387,British Airways,9,9,Deutsch,Deutschland,EUR
BA,MAN,LHR,"['2024', '9', '9', '11', '10']","['2024', '9', '9', '12', '20']",190,MAN-LHR,BA1389,BA1389,British Airways,9,9,Deutsch,Deutschland,EUR
KL,MAN,LHR,"['2024', '9', '9', '13', '45']","['2024', '9', '9', '17', '35']",304,MAN-AMS,KL1034,KL1013,KLM,9,"""KL""",Deutsch,Deutschland,EUR
KL,MAN,LHR,"['2024', '9', '9', '17', '30']","['2024', '9', '9', '20', '55']",304,MAN-AMS,KL1036,KL1017,KLM,"""KL""","""1017""",Deutsch,Deutschland,EUR
EI,MAN,LHR,"['2024', '9', '9', '12', '5']","['2024', '9', '9', '17', '20']",311,MAN-DUB,EI3325,EI174,Aer Lingus,"""EI""","""174""",Deutsch,Deutschland,EUR
EI,MAN,LHR,"['2024', '9', '9', '14', '25']","['2024', '9', '9', '18', '55']",311,MAN-DUB,EI209,EI176,Aer Lingus,"""EI""","""176""",Deutsch,Deutschland,EUR
AF,MAN,LHR,"['2024', '9', '9', '12', '45']","['2024', '9', '9', '16', '35']",2439,MAN-CDG,AF1069,AF1280,Air France,2024,9,Deutsch,Deutschland,EUR
multi,HEL,BNE,"['2024', '6', '25', '18', '30']","['2024', '6', '27', '6', '40']",2820,HEL-HND,AY61,AY6429,Finnair,"""JQ""","""10""",English (United States),Australia,AUD
multi,HEL,BNE,"['2024', '6', '25', '17', '35']","['2024', '6', '27', '7', '25']",2920,HEL-NRT,AY73,QF62,Qantas,"""QF""","""62""",English (United States),Australia,AUD
multi,HEL,BNE,"['2024', '6', '25', '17', '35']","['2024', '6', '27', '6', '40']",2938,HEL-NRT,AY73,AY6429,Finnair,"""JQ""","""10""",English (United States),Australia,AUD
multi,HEL,BNE,"['2024', '6', '25', 'null', '25']","['2024', '6', '26', '6', '55']",3029,HEL-SIN,AY131,SQ235,Singapore Airlines,"""SQ""","""235""",English (United States),Australia,AUD
multi,HEL,BNE,"['2024', '6', '25', '18', '10']","['2024', '6', '27', '6', '5']",3682,HEL-AMS,KL1254,AF3246,KLM,26,2024,English (United States),Australia,AUD
multi,HEL,BNE,"['2024', '6', '25', '17', '40']","['2024', '6', '27', '6', '5']",3682,HEL-CDG,AF1071,AF9668,Air France,26,2024,English (United States),Australia,AUD
multi,HEL,BNE,"['2024', '6', '25', '17', '30']","['2024', '6', '27', '6', '45']",5162,HEL-ICN,AY41,KE407,Finnair,"""KE""","""407""",English (United States),Australia,AUD
multi,HEL,BNE,"['2024', '6', '25', '18', '30']","['2024', '6', '27', '6', '40']",2820,HEL-HND,AY61,AY6429,Finnair,"""JQ""","""10""",English (United States),Australia,AUD
multi,HEL,BNE,"['2024', '6', '25', '17', '35']","['2024', '6', '27', '7', '25']",2920,HEL-NRT,AY73,QF62,Qantas,"""QF""","""62""",English (United States),Australia,AUD
multi,HEL,BNE,"['2024', '6', '25', '17', '35']","['2024', '6', '27', '6', '40']",2938,HEL-NRT,AY73,AY6429,Finnair,"""JQ""","""10""",English (United States),Australia,AUD
multi,HEL,BNE,"['2024', '6', '25', 'null', '25']","['2024', '6', '26', '6', '55']",3029,HEL-SIN,AY131,SQ235,Singapore Airlines,"""SQ""","""235""",English (United States),Australia,AUD
multi,HEL,BNE,"['2024', '6', '25', '18', '10']","['2024', '6', '27', '6', '5']",3682,HEL-AMS,KL1254,AF3246,KLM,26,2024,English (United States),Australia,AUD
multi,HEL,BNE,"['2024', '6', '25', '17', '40']","['2024', '6', '27', '6', '5']",3682,HEL-CDG,AF1071,AF9668,Air France,26,2024,English (United States),Australia,AUD
multi,HEL,BNE,"['2024', '6', '25', '17', '30']","['2024', '6', '27', '6', '45']",5162,HEL-ICN,AY41,KE407,Finnair,"""KE""","""407""",English (United States),Australia,AUD
NH,SHA,LAX,"['2024', '3', '8', '13', '40']","['2024', '3', '8', '14', '5']",2698,SHA-HND,NH970,UA7928,2024,3,8,English (United States),United Kingdom,GBP
multi,SHA,LAX,"['2024', '3', '8', '13', '40']","['2024', '3', '8', '12', '35']",3392,SHA-HND,NH970,NH7542,United,8,2024,English (United States),United Kingdom,GBP
multi,SHA,LAX,"['2024', '3', '8', '12', '10']","['2024', '3', '8', '15', 'null']",3612,SHA-TSA,CA197,BR2795,Air China,"""BR""","""12""",English (United States),United Kingdom,GBP
multi,SHA,LAX,"['2024', '3', '8', '13', '40']","['2024', '3', '8', '13', '20']",3912,SHA-HND,NH970,AA26,American,8,2024,English (United States),United Kingdom,GBP
CZ,SHA,LAX,"['2024', '3', '8', '16', '50']","['2024', '3', '8', '18', '10']",4081,SHA-CAN,CZ3526,CZ327,China Southern,"""CZ""","""327""",English (United States),United Kingdom,GBP
NH,SHA,LAX,"['2024', '3', '8', '13', '40']","['2024', '3', '8', '14', '5']",2698,SHA-HND,NH970,UA7928,2024,3,8,English (United States),United Kingdom,GBP
multi,SHA,LAX,"['2024', '3', '8', '13', '40']","['2024', '3', '8', '12', '35']",3392,SHA-HND,NH970,NH7542,United,8,2024,English (United States),United Kingdom,GBP
multi,SHA,LAX,"['2024', '3', '8', '12', '10']","['2024', '3', '8', '15', 'null']",3612,SHA-TSA,CA197,BR2795,Air China,"""BR""","""12""",English (United States),United Kingdom,GBP
multi,SHA,LAX,"['2024', '3', '8', '13', '40']","['2024', '3', '8', '13', '20']",3912,SHA-HND,NH970,AA26,American,8,2024,English (United States),United Kingdom,GBP
CZ,SHA,LAX,"['2024', '3', '8', '16', '50']","['2024', '3', '8', '18', '10']",4081,SHA-CAN,CZ3526,CZ327,China Southern,"""CZ""","""327""",English (United States),United Kingdom,GBP
multi,SZX,AKL,"['2024', '4', '11', '3', '35']","['2024', '4', '11', '22', '25']",13598610,SZX-SIN,SQ861,SQ4281,Singapore Airlines,4,11,Indonesia,Indonesia,IDR
multi,SZX,AKL,"['2024', '4', '11', '17', '30']","['2024', '4', '12', '15', '45']",16416750,SZX-SHA,FM9334,MU8400,China Eastern,4,12,Indonesia,Indonesia,IDR
CZ,SZX,AKL,"['2024', '4', '11', '16', '5']","['2024', '4', '12', '15', '35']",17283870,SZX-WUH,CZ5457,CZ305,China Southern,12,"""CZ""",Indonesia,Indonesia,IDR
SQ,SZX,AKL,"['2024', '4', '11', '3', '35']","['2024', '4', '12', '12', '20']",19668450,SZX-SIN,SQ861,SQ285,Singapore Airlines,"""SQ""","""285""",Indonesia,Indonesia,IDR
multi,SZX,AKL,"['2024', '4', '11', '11', '30']","['2024', '4', '12', '8', '40']",21489402,SZX-HGH,CZ3797,MU877,China Eastern,2024,4,Indonesia,Indonesia,IDR
multi,SZX,AKL,"['2024', '4', '11', '7', '15']","['2024', '4', '12', '5', '45']",22467080,SZX-PVG,MU5332,NZ288,China Eastern,"""NZ""","""288""",Indonesia,Indonesia,IDR
KE,SZX,AKL,"['2024', '4', '11', '12', '45']","['2024', '4', '13', '8', '35']",24188312,SZX-ICN,KE828,411null,Korean Air,2024,4,Indonesia,Indonesia,IDR
multi,SZX,AKL,"['2024', '4', '11', '3', '35']","['2024', '4', '11', '22', '25']",13598610,SZX-SIN,SQ861,SQ4281,Singapore Airlines,4,11,Indonesia,Indonesia,IDR
multi,SZX,AKL,"['2024', '4', '11', '17', '30']","['2024', '4', '12', '15', '45']",16416750,SZX-SHA,FM9334,MU8400,China Eastern,4,12,Indonesia,Indonesia,IDR
CZ,SZX,AKL,"['2024', '4', '11', '16', '5']","['2024', '4', '12', '15', '35']",17283870,SZX-WUH,CZ5457,CZ305,China Southern,12,"""CZ""",Indonesia,Indonesia,IDR
SQ,SZX,AKL,"['2024', '4', '11', '3', '35']","['2024', '4', '12', '12', '20']",19668450,SZX-SIN,SQ861,SQ285,Singapore Airlines,"""SQ""","""285""",Indonesia,Indonesia,IDR
multi,SZX,AKL,"['2024', '4', '11', '11', '30']","['2024', '4', '12', '8', '40']",21489402,SZX-HGH,CZ3797,MU877,China Eastern,2024,4,Indonesia,Indonesia,IDR
multi,SZX,AKL,"['2024', '4', '11', '7', '15']","['2024', '4', '12', '5', '45']",22467080,SZX-PVG,MU5332,NZ288,China Eastern,"""NZ""","""288""",Indonesia,Indonesia,IDR
KE,SZX,AKL,"['2024', '4', '11', '12', '45']","['2024', '4', '13', '8', '35']",24188312,SZX-ICN,KE828,411null,Korean Air,2024,4,Indonesia,Indonesia,IDR
AC,ATL,PVG,"['2024', '5', '3', '21', '20']","['2024', '5', '5', '14', '5']",41105252,ATL-YYZ,AC8956,25null,2024,"""25""",null,Indonesia,Indonesia,IDR
DL,ATL,PVG,"['2024', '5', '3', '7', '50']","['2024', '5', '4', '15', '15']",58091810,ATL-SEA,DL444,DL281,Delta,2024,5,Indonesia,Indonesia,IDR
AF,ATL,PVG,"['2024', '5', '3', '23', '30']","['2024', '5', '5', '16', '35']",49613495,ATL-CDG,AF35,AF116,Air France,2024,5,Indonesia,Indonesia,IDR
AA,ATL,PVG,"['2024', '5', '3', '20', '19']","['2024', '5', '5', '14', '50']",53906587,ATL-DFW,AA2403,127null,2024,"""AA""","""127""",Indonesia,Indonesia,IDR
multi,ATL,PVG,"['2024', '5', '3', '12', '30']","['2024', '5', '4', '20', '5']",56296072,ATL-ICN,KE36,DL7850,Korean Air,4,2024,Indonesia,Indonesia,IDR
multi,ATL,PVG,"['2024', '5', '3', '23', '55']","['2024', '5', '5', '9', '40']",59412114,ATL-ICN,DL27,KE5036,Korean Air,5,5,Indonesia,Indonesia,IDR
AA,ATL,PVG,"['2024', '5', '3', '7', '30']","['2024', '5', '4', '14', '50']",66738475,ATL-DFW,AA1567,AA127,American,2024,5,Indonesia,Indonesia,IDR
AC,ATL,PVG,"['2024', '5', '3', '21', '20']","['2024', '5', '5', '14', '5']",41105252,ATL-YYZ,AC8956,25null,2024,"""25""",null,Indonesia,Indonesia,IDR
DL,ATL,PVG,"['2024', '5', '3', '7', '50']","['2024', '5', '4', '15', '15']",58091810,ATL-SEA,DL444,DL281,Delta,2024,5,Indonesia,Indonesia,IDR
AF,ATL,PVG,"['2024', '5', '3', '23', '30']","['2024', '5', '5', '16', '35']",49613495,ATL-CDG,AF35,AF116,Air France,2024,5,Indonesia,Indonesia,IDR
AA,ATL,PVG,"['2024', '5', '3', '20', '19']","['2024', '5', '5', '14', '50']",53906587,ATL-DFW,AA2403,127null,2024,"""AA""","""127""",Indonesia,Indonesia,IDR
multi,ATL,PVG,"['2024', '5', '3', '12', '30']","['2024', '5', '4', '20', '5']",56296072,ATL-ICN,KE36,DL7850,Korean Air,4,2024,Indonesia,Indonesia,IDR
multi,ATL,PVG,"['2024', '5', '3', '23', '55']","['2024', '5', '5', '9', '40']",59412114,ATL-ICN,DL27,KE5036,Korean Air,5,5,Indonesia,Indonesia,IDR
AA,ATL,PVG,"['2024', '5', '3', '7', '30']","['2024', '5', '4', '14', '50']",66738475,ATL-DFW,AA1567,AA127,American,2024,5,Indonesia,Indonesia,IDR
multi,MLE,TUN,"['2024', '12', '6', '19', '10']","['2024', '12', '7', '16', '40']",49384,MLE-AUH,EY261,AF3813,Air France,"""1284""",null,Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '9', '35']","['2024', '12', '7', '10', '35']",63659,MLE-AUH,EY279,MS8123,EgyptAir,12,7,Türkçe,Türkiye,TRY
TK,MLE,TUN,"['2024', '12', '6', '22', '20']","['2024', '12', '7', '9', '55']",48570,MLE-IST,TK735,661null,https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcRn_8TFVNLwVnMyANup2xtrr3eLE0Vr5NZ2eIJEYq8PnkkXNDLoGCdrbhB08aEMiZ8dD8J_WPxzyPn2_Q,"""TK""","""661""",Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '19', '10']","['2024', '12', '7', '16', '40']",49384,MLE-AUH,EY261,AF3813,Air France,"""1284""",null,Türkçe,Türkiye,TRY
QR,MLE,TUN,"['2024', '12', '6', '1', '45']","['2024', '12', '6', '13', '20']",87223,MLE-DOH,QR671,1399null,2024,12,6,Türkçe,Türkiye,TRY
EK,MLE,TUN,"['2024', '12', '6', '22', '55']","['2024', '12', '7', '12', '35']",88453,MLE-DXB,EK653,747null,2024,"""747""",null,Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '9', '35']","['2024', '12', '7', '10', '35']",63659,MLE-AUH,EY279,MS8123,EgyptAir,12,7,Türkçe,Türkiye,TRY
QR,MLE,TUN,"['2024', '12', '6', '19', '10']","['2024', '12', '7', '13', '20']",87223,MLE-DOH,QR675,1399null,2024,2024,12,Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '23', '30']","['2024', '12', '7', '12', '35']",88453,MLE-DXB,FZ1570,EK2211,Emirates,12,7,Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '19', '10']","['2024', '12', '7', '15', '30']",189641,MLE-AUH,EY261,AF3813,Air France,7,"""AF""",Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '10', '55']","['2024', '12', '7', 'null', '40']",238647,MLE-DXB,EK659,TU217,Emirates,7,"""TU""",Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '22', '55']","['2024', '12', '7', '10', '35']",264576,MLE-DXB,EK653,843null,EgyptAir,7,"""MS""",Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '19', '10']","['2024', '12', '7', '16', '40']",49384,MLE-AUH,EY261,AF3813,Air France,"""1284""",null,Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '9', '35']","['2024', '12', '7', '10', '35']",63659,MLE-AUH,EY279,MS8123,EgyptAir,12,7,Türkçe,Türkiye,TRY
TK,MLE,TUN,"['2024', '12', '6', '22', '20']","['2024', '12', '7', '9', '55']",48570,MLE-IST,TK735,661null,https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcRn_8TFVNLwVnMyANup2xtrr3eLE0Vr5NZ2eIJEYq8PnkkXNDLoGCdrbhB08aEMiZ8dD8J_WPxzyPn2_Q,"""TK""","""661""",Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '19', '10']","['2024', '12', '7', '16', '40']",49384,MLE-AUH,EY261,AF3813,Air France,"""1284""",null,Türkçe,Türkiye,TRY
QR,MLE,TUN,"['2024', '12', '6', '1', '45']","['2024', '12', '6', '13', '20']",87223,MLE-DOH,QR671,1399null,2024,12,6,Türkçe,Türkiye,TRY
EK,MLE,TUN,"['2024', '12', '6', '22', '55']","['2024', '12', '7', '12', '35']",88453,MLE-DXB,EK653,747null,2024,"""747""",null,Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '9', '35']","['2024', '12', '7', '10', '35']",63659,MLE-AUH,EY279,MS8123,EgyptAir,12,7,Türkçe,Türkiye,TRY
QR,MLE,TUN,"['2024', '12', '6', '19', '10']","['2024', '12', '7', '13', '20']",87223,MLE-DOH,QR675,1399null,2024,2024,12,Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '23', '30']","['2024', '12', '7', '12', '35']",88453,MLE-DXB,FZ1570,EK2211,Emirates,12,7,Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '19', '10']","['2024', '12', '7', '15', '30']",189641,MLE-AUH,EY261,AF3813,Air France,7,"""AF""",Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '10', '55']","['2024', '12', '7', 'null', '40']",238647,MLE-DXB,EK659,TU217,Emirates,7,"""TU""",Türkçe,Türkiye,TRY
multi,MLE,TUN,"['2024', '12', '6', '22', '55']","['2024', '12', '7', '10', '35']",264576,MLE-DXB,EK653,843null,EgyptAir,7,"""MS""",Türkçe,Türkiye,TRY
multi,ZAG,EWR,"['2024', '9', '10', '8', '15']","['2024', '9', '10', '16', '42']",72746,ZAG-VIE,OU440,OS7052,Austrian,2024,9,Shqip,Shqipëri,ALL
LO,ZAG,EWR,"['2024', '9', '10', '12', '45']","['2024', '9', '10', '20', '50']",81048,ZAG-WAW,LO612,LO15,LOT,10,2024,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '7', '40']","['2024', '9', '10', '13', '35']",86304,ZAG-FRA,OU410,LH6007,Croatia,10,"""UA""",Shqip,Shqipëri,ALL
LO,ZAG,EWR,"['2024', '9', '10', '18']","['2024', '9', '11', '18']",64201,ZAG-WAW,LO614,11null,LOT,2024,9,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '23', '29']",69220,ZAG-MUC,LH1731,UA1997,Lufthansa,2024,9,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '16', '45']",69444,ZAG-MUC,LH1731,LH5628,Lufthansa,"""UA""","""619""",Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '16', '45']",69444,ZAG-MUC,LH1731,SN7054,Lufthansa,"""UA""","""619""",Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '15', '10']",72001,ZAG-MUC,LH1731,LH7625,Lufthansa,"""UA""","""17""",Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '14', '30']",76297,ZAG-MUC,LH1731,LH7617,United,2024,9,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '13', '35']",77389,ZAG-MUC,LH1731,LH7603,Lufthansa,10,2024,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '9']","['2024', '9', '10', '18']",79231,ZAG-CDG,OU470,AC2971,Croatia,10,"""AC""",Shqip,Shqipëri,ALL
TK,ZAG,EWR,"['2024', '9', '10', '20', '25']","['2024', '9', '11', '22', '40']",79304,ZAG-IST,TK1056,29null,Turkish Airlines,11,"""TK""",Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '12', '50']",86542,ZAG-MUC,LH1731,LH7609,Lufthansa,10,"""UA""",Shqip,Shqipëri,ALL
LH,ZAG,EWR,"['2024', '9', '10', '6', '10']","['2024', '9', '10', '15', '40']",86636,ZAG-FRA,LH1405,UA9568,2024,2024,9,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '9', '5']","['2024', '9', '10', '15', '40']",88904,ZAG-FRA,OU416,LH6001,Lufthansa,2024,9,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '8', '10']","['2024', '9', '10', '14', '55']",90190,ZAG-CPH,OU480,SK9328,Croatia,10,2024,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '8', '15']","['2024', '9', '10', '13', '55']",92736,ZAG-VIE,OU440,OS7052,Austrian,10,2024,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '50']","['2024', '9', '10', '12', '50']",92830,ZAG-MUC,OU4436,UA7273,Croatia,"""UA""","""31""",Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '9']","['2024', '9', '10', '14']",103860,ZAG-CDG,OU470,AF5075,Croatia,"""AF""","""62""",Shqip,Shqipëri,ALL
BA,ZAG,EWR,"['2024', '9', '10', '13', '25']","['2024', '9', '10', '19', '25']",109154,ZAG-LHR,BA849,AA6775,British Airways,10,"""BA""",Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '8', '15']","['2024', '9', '10', '16', '42']",72746,ZAG-VIE,OU440,OS7052,Austrian,2024,9,Shqip,Shqipëri,ALL
LO,ZAG,EWR,"['2024', '9', '10', '12', '45']","['2024', '9', '10', '20', '50']",81048,ZAG-WAW,LO612,LO15,LOT,10,2024,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '7', '40']","['2024', '9', '10', '13', '35']",86304,ZAG-FRA,OU410,LH6007,Croatia,10,"""UA""",Shqip,Shqipëri,ALL
LO,ZAG,EWR,"['2024', '9', '10', '18']","['2024', '9', '11', '18']",64201,ZAG-WAW,LO614,11null,LOT,2024,9,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '23', '29']",69220,ZAG-MUC,LH1731,UA1997,Lufthansa,2024,9,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '16', '45']",69444,ZAG-MUC,LH1731,LH5628,Lufthansa,"""UA""","""619""",Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '16', '45']",69444,ZAG-MUC,LH1731,SN7054,Lufthansa,"""UA""","""619""",Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '15', '10']",72001,ZAG-MUC,LH1731,LH7625,Lufthansa,"""UA""","""17""",Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '14', '30']",76297,ZAG-MUC,LH1731,LH7617,United,2024,9,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '13', '35']",77389,ZAG-MUC,LH1731,LH7603,Lufthansa,10,2024,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '9']","['2024', '9', '10', '18']",79231,ZAG-CDG,OU470,AC2971,Croatia,10,"""AC""",Shqip,Shqipëri,ALL
TK,ZAG,EWR,"['2024', '9', '10', '20', '25']","['2024', '9', '11', '22', '40']",79304,ZAG-IST,TK1056,29null,Turkish Airlines,11,"""TK""",Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '12', '50']",86542,ZAG-MUC,LH1731,LH7609,Lufthansa,10,"""UA""",Shqip,Shqipëri,ALL
LH,ZAG,EWR,"['2024', '9', '10', '6', '10']","['2024', '9', '10', '15', '40']",86636,ZAG-FRA,LH1405,UA9568,2024,2024,9,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '9', '5']","['2024', '9', '10', '15', '40']",88904,ZAG-FRA,OU416,LH6001,Lufthansa,2024,9,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '8', '10']","['2024', '9', '10', '14', '55']",90190,ZAG-CPH,OU480,SK9328,Croatia,10,2024,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '8', '15']","['2024', '9', '10', '13', '55']",92736,ZAG-VIE,OU440,OS7052,Austrian,10,2024,Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '6', '50']","['2024', '9', '10', '12', '50']",92830,ZAG-MUC,OU4436,UA7273,Croatia,"""UA""","""31""",Shqip,Shqipëri,ALL
multi,ZAG,EWR,"['2024', '9', '10', '9']","['2024', '9', '10', '14']",103860,ZAG-CDG,OU470,AF5075,Croatia,"""AF""","""62""",Shqip,Shqipëri,ALL
BA,ZAG,EWR,"['2024', '9', '10', '13', '25']","['2024', '9', '10', '19', '25']",109154,ZAG-LHR,BA849,AA6775,British Airways,10,"""BA""",Shqip,Shqipëri,ALL
TK,VIE,LED,"['2024', '4', '15', '19', '55']","['2024', '4', '16', '12', 'null']",517,VIE-IST,TK1888,401null,2024,"""TK""","""401""",English (United States),United Kingdom,GBP
